Date,"(7 day moving average) Case increases(per 100,000)"
2020-12-14,0.09597428571428572
2020-12-13,0.09482285714285717
2020-12-12,0.09398428571428573
2020-12-11,0.09371714285714286
2020-12-10,0.09155857142857142
2020-12-09,0.09096571428571429
2020-12-08,0.09165000000000001
2020-12-07,0.0927057142857143
2020-12-06,0.09111857142857142
2020-12-05,0.08962714285714286
2020-12-04,0.08371857142857142
2020-12-03,0.09357142857142857
2020-12-02,0.07834857142857143
2020-12-01,0.07582857142857143
2020-11-30,0.07520285714285714
2020-11-29,0.07475714285714286
2020-11-28,0.07367571428571429
2020-11-27,0.07669428571428571
2020-11-26,0.06531714285714285
2020-11-25,0.07800571428571428
2020-11-24,0.07743571428571429
2020-11-23,0.07626857142857144
2020-11-22,0.0740057142857143
2020-11-21,0.07892857142857143
2020-11-20,0.07354285714285715
2020-11-19,0.07058428571428571
2020-11-18,0.06575857142857142
2020-11-17,0.06281857142857142
2020-11-16,0.05852857142857142
2020-11-15,0.05754999999999999
2020-11-14,0.05297714285714285
2020-11-13,0.05294142857142858
2020-11-12,0.05064142857142857
2020-11-11,0.051521428571428565
2020-11-10,0.04961142857142856
2020-11-09,0.04999857142857143
2020-11-08,0.051032857142857144
2020-11-07,0.04844142857142857
2020-11-06,0.04544571428571429
2020-11-05,0.04577857142857143
2020-11-04,0.04290857142857142
2020-11-03,0.04244142857142857
2020-11-02,0.04197428571428572
2020-11-01,0.04021285714285715
2020-10-31,0.03670285714285715
2020-10-30,0.0397
2020-10-29,0.03717857142857143
2020-10-28,0.039107142857142854
2020-10-27,0.03639428571428571
2020-10-26,0.035437142857142855
2020-10-25,0.03308714285714286
2020-10-24,0.03326714285714286
2020-10-23,0.032677142857142856
2020-10-22,0.03231571428571429
2020-10-21,0.029208571428571434
2020-10-20,0.030211428571428573
2020-10-19,0.028927142857142863
2020-10-18,0.028681428571428573
2020-10-17,0.032881428571428575
2020-10-16,0.027212857142857143
2020-10-15,0.026481428571428572
2020-10-14,0.026424285714285716
2020-10-13,0.026047142857142856
2020-10-12,0.025395714285714282
2020-10-11,0.025234285714285713
2020-10-10,0.020051428571428574
2020-10-09,0.023984285714285715
2020-10-08,0.02363714285714286
2020-10-07,0.022644285714285717
2020-10-06,0.021695714285714287
2020-10-05,0.023135714285714287
2020-10-04,0.022167142857142857
2020-10-03,0.02225428571428572
2020-10-02,0.022222857142857145
2020-10-01,0.022507142857142858
2020-09-30,0.022401428571428572
2020-09-29,0.023421428571428572
2020-09-28,0.022285714285714287
2020-09-27,0.023632857142857146
2020-09-26,0.02456142857142857
2020-09-25,0.025674285714285712
2020-09-24,0.026199999999999998
2020-09-23,0.02733714285714286
2020-09-22,0.0269
2020-09-21,0.027370000000000002
2020-09-20,0.02743714285714286
2020-09-19,0.02729142857142857
2020-09-18,0.026802857142857146
2020-09-17,0.027412857142857145
2020-09-16,0.02636142857142857
2020-09-15,0.02595857142857143
2020-09-14,0.02460714285714286
2020-09-13,0.02474142857142857
2020-09-12,0.024910000000000005
2020-09-11,0.025517142857142856
2020-09-10,0.02486428571428571
2020-09-09,0.02622142857142857
2020-09-08,0.026655714285714283
2020-09-07,0.03478428571428571
2020-09-06,0.03487571428571429
2020-09-05,0.034924285714285706
2020-09-04,0.03426571428571429
2020-09-03,0.035101428571428575
2020-09-02,0.03473285714285714
2020-09-01,0.03562857142857143
2020-08-31,0.028740000000000005
2020-08-30,0.02923714285714286
2020-08-29,0.029890000000000003
2020-08-28,0.031501428571428576
2020-08-27,0.03276428571428571
2020-08-26,0.034602857142857144
2020-08-25,0.036235714285714295
2020-08-24,0.03783857142857143
2020-08-23,0.03844571428571429
2020-08-22,0.03950714285714286
2020-08-21,0.04240857142857143
2020-08-20,0.04723857142857143
2020-08-19,0.04968285714285714
2020-08-18,0.05541857142857143
2020-08-17,0.05823999999999999
2020-08-16,0.06038428571428572
2020-08-15,0.06380142857142858
2020-08-14,0.06673285714285714
2020-08-13,0.06608142857142858
2020-08-12,0.06800428571428571
2020-08-11,0.06418857142857144
2020-08-10,0.06361000000000001
2020-08-09,0.06455857142857144
2020-08-08,0.06586857142857143
2020-08-07,0.06752428571428572
2020-08-06,0.06946571428571428
2020-08-05,0.07269714285714286
2020-08-04,0.07826285714285715
2020-08-03,0.08366428571428572
2020-08-02,0.08936428571428572
2020-08-01,0.09249285714285714
2020-07-31,0.0961257142857143
2020-07-30,0.10101142857142856
2020-07-29,0.10140714285714285
2020-07-28,0.10189857142857142
2020-07-27,0.10207714285714285
2020-07-26,0.10436428571428571
2020-07-25,0.10884857142857143
2020-07-24,0.10617428571428571
2020-07-23,0.10453714285714286
2020-07-22,0.10974714285714286
2020-07-21,0.11021571428571429
2020-07-20,0.11010142857142856
2020-07-19,0.11267571428571428
2020-07-18,0.11662428571428572
2020-07-17,0.11676857142857143
2020-07-16,0.11687714285714287
2020-07-15,0.10992142857142857
2020-07-14,0.10985714285714285
2020-07-13,0.1071657142857143
2020-07-12,0.09863714285714285
2020-07-11,0.09107571428571427
2020-07-10,0.0925842857142857
2020-07-09,0.08983285714285714
2020-07-08,0.09062142857142856
2020-07-07,0.08576142857142857
2020-07-06,0.08394428571428571
2020-07-05,0.08269571428571429
2020-07-04,0.08055
2020-07-03,0.07798428571428571
2020-07-02,0.07725571428571429
2020-07-01,0.07089714285714285
2020-06-30,0.06936285714285714
2020-06-29,0.06617857142857143
2020-06-28,0.062447142857142854
2020-06-27,0.05710857142857142
2020-06-26,0.04920571428571428
2020-06-25,0.04134714285714286
2020-06-24,0.03806571428571429
